molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1289514,CCCCOc1ncc(Cc2cc([C@@H]3O[C@H](CC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cn1,447.0
CHEMBL1289621,CCCCCCCOc1ncc(Cc2cc([C@@H]3O[C@H](CC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cn1,130.0
CHEMBL1289622,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(SC)nc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,76.0
CHEMBL1289724,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccccc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,73.6
CHEMBL1289725,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(F)cc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,107.0
CHEMBL1289831,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,36.8
CHEMBL1289832,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccoc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,34.5
CHEMBL1289947,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4cccs4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,17.1
CHEMBL1289948,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccsc4)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,64.4
CHEMBL1290047,CC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(SC)cn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,10.7
CHEMBL1290048,CCSc1cnc(Cc2cc([C@@H]3O[C@H](CC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc1,39.4
CHEMBL1642508,C[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,7.01
CHEMBL1642509,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1.75
CHEMBL1642510,C[C@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,13.5
CHEMBL1642511,C[C@@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,23.8
CHEMBL1642512,C=C[C@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,54.9
CHEMBL1642513,C=C[C@@H](O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,54.8
CHEMBL1642514,C=CCC(O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,20.8
CHEMBL1642515,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](CF)[C@H]1O,10.6
CHEMBL1642516,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](C(F)F)[C@H]1O,9.55
CHEMBL1642517,COC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,23.5
CHEMBL1642518,CCOC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,68.7
CHEMBL1642519,OCCOC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,30.9
CHEMBL1642520,CSC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,18.6
CHEMBL1642521,CCSC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,31.9
CHEMBL1642522,CS(=O)(=O)C[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1450.0
CHEMBL1642523,CC(C)(O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,89.5
CHEMBL1642524,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](C2(O)CC2)[C@H]1O,48.9
CHEMBL1642525,COC(=O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,59.1
CHEMBL1642526,CCC(=O)[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,110.0
CHEMBL1642527,Cc1ccc(S(=O)(=O)C[C@H]2O[C@@H](c3ccc(Cl)c(Cc4ncc(-c5ccco5)s4)c3)[C@H](O)[C@@H](O)[C@@H]2O)cc1,156.0
CHEMBL1642728,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](Cn2cncn2)[C@H]1O,471.0
CHEMBL1642729,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](Cn2cnnn2)[C@H]1O,68.9
CHEMBL1642730,O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](Cn2ncnn2)[C@H]1O,106.0
CHEMBL1672773,CCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,16.7
CHEMBL1672774,CCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,119.0
CHEMBL1672775,CCCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,13.3
CHEMBL1672776,CCCCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,5.0
CHEMBL1672777,CCCCCCCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,12.4
CHEMBL1672778,CC(C)c1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,51.4
CHEMBL1672779,C/C=C(\C)c1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,4.69
CHEMBL1672780,C=CCc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,11.5
CHEMBL1672781,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(C4CCCC4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,9.71
CHEMBL1672782,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(C4CCCCC4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,25.4
CHEMBL1672783,CCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,18.8
CHEMBL1672784,CCCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,12.4
CHEMBL1672785,CCCCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,19.6
CHEMBL1672786,CCCCCOc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,8.2
CHEMBL1672787,CCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,30.9
CHEMBL1672788,CCCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,56.4
CHEMBL1672789,CCCCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,58.7
CHEMBL1672790,CCCCCSc1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,18.9
CHEMBL1672791,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccccc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,13.3
CHEMBL1672792,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(F)cc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,21.2
CHEMBL1672793,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(-c5ccccc5)cc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,9.31
CHEMBL1672794,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccoc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1.57
CHEMBL1672795,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4cccs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1.14
CHEMBL1672796,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.772
CHEMBL1672797,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccc(Cl)s4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,13.3
CHEMBL1672798,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4nccs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,3.13
CHEMBL1672799,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4nncs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,14.0
CHEMBL1672800,CCOC(=O)c1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,50.3
CHEMBL1672801,O=C(O)c1cnc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)s1,10000.0
CHEMBL1672802,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccco2)s1,1.43
CHEMBL1672803,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccsc2)s1,1.28
CHEMBL1672804,OC[C@H]1O[C@@H](c2ccc(Br)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1.89
CHEMBL1672805,OC[C@H]1O[C@@H](c2ccc(Br)c(Cc3ncc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,6.36
CHEMBL1672806,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,6.11
CHEMBL1672807,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3ncc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,7.36
CHEMBL1672808,OC[C@H]1O[C@@H](c2ccc(C(F)(F)F)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,9.73
CHEMBL1672809,OC[C@H]1O[C@@H](c2ccc(C(F)(F)F)c(Cc3ccc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,14.6
CHEMBL1672810,OC[C@H]1O[C@@H](c2cccc(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,22.6
CHEMBL1672811,N#Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccco2)s1,36.7
CHEMBL1672812,N#Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ncc(-c2ccsc2)s1,140.0
CHEMBL1672813,OC[C@H]1O[C@@H](c2ccc(C3CC3)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,54.8
CHEMBL1672814,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1.42
CHEMBL1672815,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4ccoc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,4.47
CHEMBL1672816,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4cccs4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,2.79
CHEMBL1672817,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cnc(-c4ccsc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1.11
CHEMBL1762483,Cn1c(CN2C(=O)CSc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1,1400.0
CHEMBL1762505,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,20.0
CHEMBL1762504,CCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2c(Cl)cc(Cl)cc21,16.0
CHEMBL1762484,CCn1c(CN2C(=O)CSc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1,370.0
CHEMBL1762485,CC(C)n1c(CN2C(=O)CSc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1,1200.0
CHEMBL1762486,O=C1CSc2ccc(C(F)(F)F)cc2N1Cc1nnc(SCc2ccc(Cl)cc2)n1C1CC1,1100.0
CHEMBL1762487,O=C1CSc2ccc(C(F)(F)F)cc2N1Cc1nnc(SCc2ccc(Cl)cc2)n1-c1ccccc1,2110.0
CHEMBL1762488,CCn1c(CN2C(=O)COc3ccc(C(F)(F)F)cc32)nnc1SCc1ccc(Cl)cc1,250.0
CHEMBL1762489,CCn1c(CN2C(=O)COc3ccc([N+](=O)[O-])cc32)nnc1SCc1ccc(Cl)cc1,2100.0
CHEMBL1762490,CCn1c(CN2C(=O)COc3ccc(Br)cc32)nnc1SCc1ccc(Cl)cc1,90.0
CHEMBL1762491,CCn1c(CN2C(=O)COc3ccc(Cl)cc32)nnc1SCc1ccc(Cl)cc1,150.0
CHEMBL1762492,CCn1c(CN2C(=O)COc3ccc(C)cc32)nnc1SCc1ccc(Cl)cc1,80.0
CHEMBL1762493,CCn1c(CN2C(=O)COc3cc(Cl)ccc32)nnc1SCc1ccc(Cl)cc1,430.0
CHEMBL1762494,CCn1c(CN2C(=O)COc3cc(Br)ccc32)nnc1SCc1ccc(Cl)cc1,520.0
CHEMBL1762495,CCn1c(CN2C(=O)COc3c(Cl)cccc32)nnc1SCc1ccc(Cl)cc1,150.0
CHEMBL1762496,CCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(C(F)(F)F)cc21,640.0
CHEMBL1762497,CCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(C(F)(F)F)cc21,180.0
CHEMBL1762498,CCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(Cl)cc21,40.0
CHEMBL1762499,CCCCn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(Cl)cc21,30.0
CHEMBL1762500,O=C1COc2ccc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1CC1CC1,30.0
CHEMBL1762501,CC(C)Cn1c(CCc2ccc(Cl)cc2)nnc1CN1C(=O)COc2ccc(Cl)cc21,160.0
CHEMBL1762502,O=C1COc2ccc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,70.0
CHEMBL1762503,O=C1COc2ccc(Cl)cc2N1Cc1nnc(CCc2ccc(Cl)cc2)n1C1CC1,1580.0
CHEMBL1779203,COC(=O)c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,57.0
CHEMBL1779204,O=C(O)c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,10000.0
CHEMBL1779205,Nc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,36.0
CHEMBL1779206,CC(=O)Nc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,9800.0
CHEMBL1779207,CS(=O)(=O)N(c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F)S(C)(=O)=O,21.0
CHEMBL1779208,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,22.0
CHEMBL1779209,N#Cc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,59.0
CHEMBL1779210,CS(=O)(=O)c1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(CCc2ccc(Cl)cc2)n1CCC(F)(F)F,660.0
CHEMBL1779211,CC(Cc1nnc(CN2C(=O)COc3c(Cl)cc(Cl)cc32)n1CCC(F)(F)F)c1ccccc1,89.0
CHEMBL1779212,CC(C)(Cc1nnc(CN2C(=O)COc3c(Cl)cc(Cl)cc32)n1CCC(F)(F)F)c1ccccc1,480.0
CHEMBL1779213,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(COc2ccc(Cl)cc2)n1CCC(F)(F)F,73.0
CHEMBL1779214,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(COCc2ccccc2)n1CCC(F)(F)F,8.0
CHEMBL1779215,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(-c2ccc(Cl)cc2)n1CCC(F)(F)F,23.0
CHEMBL1779216,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(-c2ccccn2)n1CCC(F)(F)F,13.0
CHEMBL1779217,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(-c2ccc(Cl)cn2)n1CCC(F)(F)F,3.0
CHEMBL1779218,Cc1nc(-c2nnc(CN3C(=O)COc4c(Cl)cc(Cl)cc43)n2CCC(F)(F)F)cs1,10.0
CHEMBL1779219,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(C2CC2c2ccccc2)n1CCC(F)(F)F,12.0
CHEMBL1779220,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(C2CCc3ccccc3C2)n1CCC(F)(F)F,14.0
CHEMBL1779221,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(C2Cc3ccccc3C2)n1CCC(F)(F)F,13.0
CHEMBL1779222,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(-c2ccccn2)n1CCC(F)(F)F,41.0
CHEMBL1779223,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(-c2ccc(Cl)cn2)n1CCC(F)(F)F,7.0
CHEMBL1779336,O=C1COc2c(cc(Cl)cc2[N+](=O)[O-])N1Cc1nnc(-c2ccc(C(F)(F)F)cn2)n1CCC(F)(F)F,7.0
CHEMBL1779337,N#Cc1cc(Cl)cc2c1OCC(=O)N2Cc1nnc(-c2ccccn2)n1CCC(F)(F)F,110.0
CHEMBL1779338,CCCn1c(CN2C(=O)COc3c2cc(Cl)cc3[N+](=O)[O-])nnc1-c1ccc(Cl)cn1,5.0
CHEMBL1779339,CCCn1c(CN2C(=O)COc3c2cc(C)cc3[N+](=O)[O-])nnc1-c1ccc(Cl)cn1,4.0
CHEMBL1779340,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1-c1ccc(Cl)cn1,3.0
CHEMBL1779341,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1-c1ccccn1,12.0
CHEMBL1779342,CCCn1c(CN2C(=O)COc3c2cc(Cl)cc3[N+](=O)[O-])nnc1-c1ncccc1C,5100.0
CHEMBL1779343,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1[C@@H]1C[C@H]1c1ccccc1,8.0
CHEMBL1779344,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1[C@@H]1CCc2ccccc2C1,10.0
CHEMBL1779345,CCCn1c(CN2C(=O)COc3c(C)cc(C)cc32)nnc1C1Cc2ccccc2C1,5.0
CHEMBL1784273,COc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.15
CHEMBL1784274,COc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7.37
CHEMBL1784275,COc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.59
CHEMBL1784276,COc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.29
CHEMBL1784277,COc1cc(Cl)c(Cc2ncc(-c3ccccc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.01
CHEMBL1784278,COc1cc(Cl)c(Cc2ncc(-c3ccc(F)cc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6.08
CHEMBL1784279,CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3.98
CHEMBL1784280,CCOc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4.35
CHEMBL1784281,CCOc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4.29
CHEMBL1784282,CCOc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.18
CHEMBL1784283,CCOc1cc(Cl)c(Cc2ncc(-c3ccccc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.87
CHEMBL1784284,CCOc1cc(Cl)c(Cc2ncc(-c3ccc(F)cc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7.55
CHEMBL1784285,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.24
CHEMBL1784286,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.54
CHEMBL1784287,C=CCOc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.69
CHEMBL1784288,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.934
CHEMBL1784289,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccccc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,3.38
CHEMBL1784411,C=CCOc1cc(Cl)c(Cc2ncc(-c3ccc(F)cc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4.22
CHEMBL1784412,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,0.797
CHEMBL1784413,CCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,21.6
CHEMBL1784414,C#CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.23
CHEMBL1784415,C=CCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,32.8
CHEMBL1784416,OCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.51
CHEMBL1784417,COCCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.55
CHEMBL1784418,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2OCCn2cncn2)[C@H](O)[C@@H](O)[C@@H]1O,131.0
CHEMBL1784419,CN(C)CCOc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=C(O)C(F)(F)F,713.0
CHEMBL1784420,OCc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.81
CHEMBL1784421,OCc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,20.5
CHEMBL1784422,OCc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.88
CHEMBL1784423,OCc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.23
CHEMBL1782080,C=CCOCc1cc(Cl)c(Cc2ncc(-c3ccco3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,17.5
CHEMBL1784424,C=CCOCc1cc(Cl)c(Cc2ncc(-c3ccoc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,38.7
CHEMBL1784425,C=CCOCc1cc(Cl)c(Cc2ncc(-c3cccs3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,16.2
CHEMBL1784426,C=CCOCc1cc(Cl)c(Cc2ncc(-c3ccsc3)s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,10.0
CHEMBL1784427,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O,3.49
